contributor_id,kind,skill,est_accuracy
94,honest,0.7441586875612505,0.5340779252808692
95,honest,0.8489340832711141,0.8036347167139815
96,honest,0.8321386595293417,0.5670233020136107
97,honest,0.9295048272797682,0.6544401870000311
98,honest,0.8969059725566196,0.7539069817968994
99,honest,0.9365576614459236,0.8366021122921028
100,honest,0.8983697863445911,0.8328605038812209
101,honest,0.8733872393749051,0.8316819671184579
102,honest,0.8350478311147934,0.6551534281627251
103,honest,0.9666393881640408,0.8803549376336288
104,honest,0.9589745024800465,0.6734138938904702
105,honest,0.9291903050146524,0.8475010252313815
106,honest,0.9093361877220923,0.7082379127520695
107,honest,0.8559410785319982,0.8068370027274343
108,honest,0.7701334073420758,0.720646893394533
109,honest,0.9363685373137504,0.7747117070014453
110,honest,0.7029203564173185,0.5824278756649794
111,honest,0.7614087910343619,0.46252080717303
112,honest,0.8090077601728068,0.6702655685896766
113,honest,0.8582624319131994,0.7857173914637242
114,honest,0.8514374164972961,0.8473064541782405
115,honest,0.7474702731240268,0.7463444173360059
116,honest,0.7282955139496535,0.6884694666811653
117,honest,0.7600288104480255,0.829514399535632
118,honest,0.7941513730020505,0.6725617013856693
119,honest,0.7037944957384232,0.44106214733139704
120,honest,0.886963071548461,0.6915169248192126
121,honest,0.7668864076491226,0.6284116505177273
122,honest,0.7948791978680578,0.7296215255294989
123,honest,0.7904234564576529,0.5429413674408702
124,honest,0.8381940462372008,0.827663450623064
125,honest,0.9321459249655448,0.9112860843607035
126,honest,0.7403352874464961,0.6596431759804963
127,honest,0.7919963205724428,0.5831356060978581
128,honest,0.8868477780875815,0.9122883951526743
129,honest,0.7119424815857179,0.5854644735516146
130,honest,0.9240942314938004,0.952621939667311
131,honest,0.9596927879343052,0.8576055158808589
132,honest,0.8640620446971375,0.8876141027771884
133,honest,0.9582572601782948,0.9254022531972531
134,honest,0.8115266939465718,0.748889484163579
135,honest,0.812058567276887,0.5469598228375375
136,honest,0.728687205541628,0.7646520462054543
137,honest,0.7095706724499378,0.7356230177386712
138,honest,0.7660161658963242,0.6765128756219292
139,honest,0.8290947374173099,0.7610599993475584
140,honest,0.83707424553298,0.685235710360836
141,honest,0.758745353070187,0.7774361258216179
142,honest,0.8654575321585855,0.7646234245893159
143,honest,0.7489255862063647,0.82104962890036
144,honest,0.788077007872657,0.7507967600386429
145,honest,0.7528415691011183,0.8672324539318881
146,honest,0.8880991719973371,0.7080734892897376
147,honest,0.8394745772200242,0.8947907275733058
148,honest,0.8987472967496062,0.9467686982779342
149,honest,0.7154570057897454,0.5722763034227175
150,honest,0.8148477616634882,0.8613657359209543
151,honest,0.9610788163249836,0.9358822533640909
152,honest,0.7144772689707182,0.7413523817954752
153,honest,0.8129622462179097,0.8838053834486841
154,honest,0.7109075190910175,0.5626628988977059
155,honest,0.739596396662116,0.6931014488951941
156,honest,0.8248821419247239,0.605678006913791
157,honest,0.7425286173746941,0.6107978406883277
158,honest,0.8400639647402376,0.7793838572307661
159,honest,0.9491375543479188,0.9012411744741629
160,lazy,,0.47929074838274743
161,lazy,,0.4792658870441878
162,lazy,,0.479252327030073
163,lazy,,0.47935238442894357
164,lazy,,0.4793107096997763
165,lazy,,0.47933347263449777
166,lazy,,0.47934599302695563
167,lazy,,0.47935580331426564
168,lazy,,0.47927479944239204
169,lazy,,0.47918700627585753
170,lazy,,0.47932350927499917
171,lazy,,0.47931553321685194
172,lazy,,0.4792880106857576
173,lazy,,0.47923895881846623
174,lazy,,0.4793619586355012
175,bot,,0.4096691745454504
176,bot,,0.6210626058674265
177,bot,,0.47768465604843663
178,bot,,0.6036629555738383
179,bot,,0.5491995504255143
180,bot,,0.37453438099816616
181,bot,,0.5532159525948823
182,bot,,0.5082735729749103
183,bot,,0.6283424891582662
184,bot,,0.5710195536992324
185,bot,,0.44003547156967443
186,bot,,0.42911788302044596
187,bot,,0.4174879870032686
188,bot,,0.4042082484193735
189,bot,,0.4956467472030911
190,colluder,,0.4162165147556429
191,colluder,,0.5081210985762465
192,colluder,,0.4947150987558707
193,colluder,,0.45289769045517325
194,colluder,,0.43307712236187723
195,colluder,,0.5049844407221411
196,colluder,,0.4448660457624414
197,colluder,,0.574442135955796
198,colluder,,0.48129819250323636
199,colluder,,0.6319838772310776
