contributor_id,n_tasks,median_seconds,std_seconds,consensus_agreement,label_entropy,est_accuracy,kind,flag_too_fast,flag_one_answer,low_quality,anomaly_score,flag_anomaly,flagged
79,45,27.22,7.306504560245541,0.5555555555555556,0.9967916319816366,0.5748824567927815,honest,False,False,True,0.43855610945233414,False,False
80,56,29.905,7.250612979012778,0.75,0.9917033083725818,0.726097666552739,honest,False,False,False,0.39651588297936363,False,False
81,44,30.555,7.101722757226405,0.6818181818181818,0.9760206482366149,0.6677768631360643,honest,False,False,False,0.42460949187697616,False,False
82,48,26.645,6.01848776981901,0.5416666666666666,0.9987472979361685,0.5293493788557351,honest,False,False,True,0.46367766125432763,False,False
83,49,27.27,6.862931689704555,0.8775510204081632,0.9996995428565171,0.8563955786254176,honest,False,False,False,0.398504140954653,False,False
84,51,28.18,6.137510576645175,0.6470588235294118,0.9930554830121974,0.6499441819338682,honest,False,False,False,0.4003919569080414,False,False
85,42,26.755,7.663026197229087,0.6190476190476191,1.0,0.6109291308214935,honest,False,False,False,0.46185244033330475,False,False
86,57,30.99,6.6250280228281415,0.9298245614035088,0.9819407868640977,0.9199301202311274,honest,False,False,False,0.46009202943980126,False,False
87,57,28.49,6.987441733563856,0.5964912280701754,0.9997779672118906,0.5990659356970582,honest,False,False,True,0.41440230545951423,False,False
88,47,27.64,9.34195759425598,0.9574468085106383,0.9970590569034106,0.9549004209441636,honest,False,False,False,0.6107675079016182,True,True
89,47,27.32,6.72867629209849,0.9361702127659575,0.9996734260048917,0.9194470106321392,honest,False,False,False,0.42161362711141126,False,False
90,59,28.06,7.436484313705209,0.7796610169491526,0.9997927658541268,0.732588815183032,honest,False,False,False,0.39621386930337055,False,False
91,42,25.71,7.505202906893011,0.7142857142857143,0.998363672593813,0.7065571336187202,honest,False,False,False,0.4454144992289077,False,False
92,54,28.08,6.301862083802726,0.8518518518518519,0.9990102708804813,0.8143757591885641,honest,False,False,False,0.38954225825636835,False,False
93,64,29.165,6.289604437731751,0.796875,0.9992954443621549,0.7437174185196578,honest,False,False,False,0.3839331215699894,False,False
94,49,27.73,5.607879963682784,0.5306122448979592,0.9972943816462347,0.5340779252808692,honest,False,False,True,0.4893663060085276,False,False
95,50,27.715,6.509095391552233,0.86,0.9580420222262995,0.8036347167139815,honest,False,False,False,0.42675213104839055,False,False
96,44,26.965,6.026355663191575,0.5909090909090909,0.9624127354629923,0.5670233020136107,honest,False,False,True,0.46957524059297157,False,False
97,50,28.25,6.4447607229058725,0.62,0.9988455359952018,0.6544401870000311,honest,False,False,False,0.4010985923998536,False,False
98,52,29.259999999999998,5.934727919215263,0.8076923076923077,1.0,0.7539069817968994,honest,False,False,False,0.39714189798598615,False,False
99,52,30.509999999999998,7.74614246428008,0.8846153846153846,0.990374836448575,0.8366021122921028,honest,False,False,False,0.463164332204488,False,False
100,53,29.91,6.17448017003064,0.8301886792452831,0.9244571409964927,0.8328605038812209,honest,False,False,False,0.5139561516021988,False,False
101,35,27.51,6.031732306879072,0.8285714285714286,0.9946937953613058,0.8316819671184579,honest,False,False,False,0.4041393579170102,False,False
102,44,28.46,7.282174313887546,0.6590909090909091,0.9624127354629923,0.6551534281627251,honest,False,False,False,0.4297592597386654,False,False
103,44,29.045,6.792797341214889,0.9090909090909091,0.9985090989176322,0.8803549376336288,honest,False,False,False,0.4077769527181992,False,False
104,68,28.845,7.167305236607208,0.6911764705882353,0.9899927915575186,0.6734138938904702,honest,False,False,False,0.3959424397359962,False,False
105,38,24.744999999999997,6.310475863100712,0.9210526315789473,0.9980008838722996,0.8475010252313815,honest,False,False,False,0.4754255386880846,False,False
106,40,32.34,7.548527751684345,0.75,0.9097361225311662,0.7082379127520695,honest,False,False,False,0.5938436717362541,True,True
107,49,26.37,6.759371995896627,0.8571428571428571,0.9972943816462347,0.8068370027274343,honest,False,False,False,0.41280449439453165,False,False
108,53,29.22,6.494586720980982,0.7169811320754716,0.9976875760352552,0.720646893394533,honest,False,False,False,0.37952244633179355,False,False
109,57,30.85,7.402901424356998,0.7894736842105263,0.9819407868640977,0.7747117070014453,honest,False,False,False,0.44734506756300335,False,False
110,46,27.25,6.222550888921471,0.6739130434782609,0.8589810370425963,0.5824278756649794,honest,False,False,True,0.5587021733023922,False,False
111,46,29.979999999999997,7.259496891711778,0.43478260869565216,0.9656361333706098,0.46252080717303,honest,False,False,True,0.5676950756669469,True,True
112,46,27.94,6.070339424170422,0.717391304347826,0.9876925088958034,0.6702655685896766,honest,False,False,False,0.40632456401986605,False,False
113,47,28.24,6.462349091598474,0.8085106382978723,0.9970590569034106,0.7857173914637242,honest,False,False,False,0.3822137145910989,False,False
114,47,28.5,7.27052550821379,0.8723404255319149,0.9918207974218424,0.8473064541782405,honest,False,False,False,0.40683859323653304,False,False
115,39,29.58,5.6832072401429246,0.7435897435897436,0.9957274520849255,0.7463444173360059,honest,False,False,False,0.40754970472192337,False,False
116,43,32.05,6.536482742616116,0.7209302325581395,0.9330252953592911,0.6884694666811653,honest,False,False,False,0.5053617352956395,False,False
117,58,29.025,7.144460812155858,0.8448275862068966,0.9965663713274553,0.829514399535632,honest,False,False,False,0.39854775032364187,False,False
118,52,28.265,5.768559381497101,0.7115384615384616,1.0,0.6725617013856693,honest,False,False,False,0.4163516175460268,False,False
119,49,29.84,7.424006335397835,0.40816326530612246,0.9852281360342515,0.441062147331397,honest,False,False,True,0.5816811742346851,True,True
120,61,29.98,5.319216734319693,0.6885245901639344,0.999806132804711,0.6915169248192126,honest,False,False,False,0.44963224920531075,False,False
121,54,28.715,6.355070093867845,0.6666666666666666,0.9357110512652843,0.6284116505177273,honest,False,False,False,0.4591960099895753,False,False
122,45,31.53,6.497348114827504,0.7555555555555555,0.9996437496778561,0.7296215255294989,honest,False,False,False,0.44012173981918257,False,False
123,57,28.09,6.197566570112616,0.5614035087719298,0.9997779672118906,0.5429413674408702,honest,False,False,True,0.43136606467417676,False,False
124,41,29.73,7.774351490482083,0.8780487804878049,0.9961344835095796,0.827663450623064,honest,False,False,False,0.44143318400939885,False,False
125,55,28.9,6.859840050750858,0.9454545454545454,0.9593160320543777,0.9112860843607036,honest,False,False,False,0.4508172306164231,False,False
126,56,28.295,7.338683077922212,0.6428571428571429,0.9241335419915457,0.6596431759804963,honest,False,False,False,0.5022472960100031,False,False
127,56,27.86,6.257504665827837,0.5714285714285714,0.996316519558962,0.5831356060978581,honest,False,False,True,0.41120093499689736,False,False
128,41,25.51,6.168927220253169,0.926829268292683,0.9788698505067783,0.9122883951526743,honest,False,False,False,0.4739594422812701,False,False
129,45,27.89,7.1915730848225,0.6,0.9967916319816366,0.5854644735516146,honest,False,False,True,0.41909858661281135,False,False
130,58,28.105,6.802072688634253,0.9655172413793104,0.9922666387194963,0.952621939667311,honest,False,False,False,0.45712701987207083,False,False
131,60,27.505,6.6935228747331745,0.9166666666666666,0.9709505944546686,0.8576055158808589,honest,False,False,False,0.4232258753790712,False,False
132,57,28.29,7.456497650070963,0.9122807017543859,0.9729661265889025,0.8876141027771884,honest,False,False,False,0.4466974446441803,False,False
133,60,30.255000000000003,5.761198439355055,0.9333333333333333,0.9967916319816366,0.9254022531972532,honest,False,False,False,0.4696291531446789,False,False
134,48,25.645,6.101036404805822,0.7916666666666666,0.9949848281859701,0.748889484163579,honest,False,False,False,0.43437532724507905,False,False
135,50,26.75,6.232521277090656,0.54,0.9953784388202257,0.5469598228375375,honest,False,False,True,0.4423943073455479,False,False
136,55,29.1,7.071412419219629,0.7818181818181819,0.9940302114769565,0.7646520462054543,honest,False,False,False,0.3850788492155846,False,False
137,56,30.43,5.673630228304667,0.7678571428571429,0.996316519558962,0.7356230177386712,honest,False,False,False,0.4156638255480884,False,False
138,59,30.22,6.626795856195971,0.6779661016949152,0.9831491282282877,0.6765128756219292,honest,False,False,False,0.40463839239619154,False,False
139,46,27.075,6.579353730211378,0.8260869565217391,0.9876925088958034,0.7610599993475584,honest,False,False,False,0.3978498999451704,False,False
140,52,28.534999999999997,6.649017717969799,0.7115384615384616,1.0,0.685235710360836,honest,False,False,False,0.3870443356727081,False,False
141,49,28.22,7.697554685044575,0.8163265306122449,0.9996995428565171,0.7774361258216179,honest,False,False,False,0.41514326644111166,False,False
142,59,30.12,5.934991025160169,0.8135593220338984,0.9831491282282877,0.7646234245893159,honest,False,False,False,0.4152814810434556,False,False
143,44,29.285,8.181343272862614,0.8181818181818182,1.0,0.82104962890036,honest,False,False,False,0.4689226767132935,False,False
144,45,29.85,7.540201495043656,0.7555555555555555,0.9824740868386409,0.7507967600386429,honest,False,False,False,0.4138790445333344,False,False
145,41,29.07,5.723503777215918,0.8292682926829268,0.9961344835095796,0.8672324539318881,honest,False,False,False,0.4292136690667498,False,False
146,48,29.945,7.741664277152673,0.75,0.9949848281859701,0.7080734892897376,honest,False,False,False,0.42103107320360583,False,False
147,51,27.0,6.3564663015811895,0.9411764705882353,0.9930554830121974,0.8947907275733058,honest,False,False,False,0.41937662657606883,False,False
148,52,26.810000000000002,6.950773048036399,0.9615384615384616,0.9989326546260581,0.9467686982779342,honest,False,False,False,0.4638621574913647,False,False
149,55,28.57,6.6162986336340355,0.5636363636363636,0.9940302114769565,0.5722763034227175,honest,False,False,True,0.4161062029881762,False,False
150,52,28.66,6.9056830897928965,0.8846153846153846,0.9731560354421095,0.8613657359209543,honest,False,False,False,0.4166385304057141,False,False
151,48,30.16,7.501143447114206,0.9583333333333334,0.9987472979361685,0.9358822533640908,honest,False,False,False,0.47259204411057654,False,False
152,49,27.85,7.192260408168741,0.7755102040816326,0.992476003943082,0.7413523817954752,honest,False,False,False,0.3802615445765519,False,False
153,50,27.645,7.325073019069084,0.84,0.9953784388202257,0.8838053834486841,honest,False,False,False,0.4141707092984837,False,False
154,44,28.92,6.686342933037597,0.5681818181818182,0.9865446300055644,0.5626628988977059,honest,False,False,True,0.4281303354440862,False,False
155,50,30.515,5.807288260347985,0.74,0.9895875212220556,0.6931014488951941,honest,False,False,False,0.4225889663188263,False,False
156,50,27.345,7.061365968914144,0.62,0.9953784388202257,0.605678006913791,honest,False,False,False,0.41587231058302665,False,False
157,55,28.73,7.129674545487973,0.6545454545454545,0.9882836109919162,0.6107978406883277,honest,False,False,False,0.4112955840113813,False,False
158,50,28.55,7.071156245838528,0.8,0.9988455359952018,0.7793838572307661,honest,False,False,False,0.3848023930562699,False,False
159,55,29.41,6.531267803771266,0.9090909090909091,0.9805974409917271,0.9012411744741629,honest,False,False,False,0.42315215392209554,False,False
160,64,5.92,1.7855387939561052,0.4375,-0.0,0.4792907483827474,lazy,True,True,True,0.5285523904785816,False,True
161,50,6.0649999999999995,1.9167544422373812,0.38,-0.0,0.4792658870441878,lazy,True,True,True,0.5741993773429274,True,True
162,48,5.995,1.8755378306649324,0.4166666666666667,-0.0,0.479252327030073,lazy,True,True,True,0.5368655069205912,False,True
163,47,5.88,2.0259596006393505,0.5531914893617021,-0.0,0.4793523844289435,lazy,True,True,True,0.5495644972369231,False,True
164,55,6.05,1.8123980616869833,0.509090909090909,-0.0,0.4793107096997763,lazy,True,True,True,0.5286233115785612,False,True
165,55,5.74,1.8612879397376414,0.5454545454545454,-0.0,0.4793334726344977,lazy,True,True,True,0.5420975855440955,False,True
166,46,5.615,1.6286395881878102,0.5217391304347826,-0.0,0.4793459930269556,lazy,True,True,True,0.5749493364363414,True,True
167,47,5.94,1.912380279880316,0.5531914893617021,-0.0,0.4793558033142656,lazy,True,True,True,0.5379883607235841,False,True
168,44,5.455,1.766945621334353,0.4318181818181818,-0.0,0.479274799442392,lazy,True,True,True,0.559965717200712,False,True
169,40,6.095000000000001,1.7777787927347528,0.375,-0.0,0.4791870062758575,lazy,True,True,True,0.6026922487572927,True,True
170,55,6.6,1.9276100762500195,0.4909090909090909,-0.0,0.4793235092749991,lazy,True,True,True,0.5632748209763772,True,True
171,48,6.295,1.862730732054916,0.5416666666666666,-0.0,0.4793155332168519,lazy,True,True,True,0.5450121461070297,False,True
172,62,5.965,2.110202533631673,0.4838709677419355,-0.0,0.4792880106857576,lazy,True,True,True,0.5425197400687223,False,True
173,53,5.9,2.0823576079883996,0.41509433962264153,-0.0,0.4792389588184662,lazy,True,True,True,0.5611470898160531,True,True
174,43,5.9,1.736322471593313,0.5348837209302325,-0.0,0.4793619586355012,lazy,True,True,True,0.547962372797516,False,True
175,54,1.58,0.5211539432496315,0.37037037037037035,0.9357110512652843,0.4096691745454504,bot,True,False,True,0.6005001576098952,True,True
176,50,1.4649999999999999,0.5010583085544323,0.64,0.9988455359952018,0.6210626058674265,bot,True,False,False,0.5626857747277375,True,True
177,56,1.605,0.5571135023901812,0.4642857142857143,0.996316519558962,0.4776846560484366,bot,True,False,True,0.5463920706538058,False,True
178,54,1.5950000000000002,0.47095977504823816,0.6481481481481481,0.9960383613659183,0.6036629555738383,bot,True,False,False,0.5575208437758562,False,True
179,51,1.47,0.5170247462504036,0.5490196078431373,0.9975025463691152,0.5491995504255143,bot,True,False,True,0.5115964259563558,False,True
180,43,1.55,0.43444392991409453,0.3488372093023256,0.9330252953592911,0.3745343809981661,bot,True,False,True,0.6680681289234137,True,True
181,44,1.43,0.5032774191999209,0.5681818181818182,0.9940302114769565,0.5532159525948823,bot,True,False,True,0.5258403765080475,False,True
182,43,1.53,0.5267010095759947,0.5581395348837209,0.9522656254366642,0.5082735729749103,bot,True,False,True,0.5469870125784871,False,True
183,45,1.65,0.35519193843795654,0.6666666666666666,0.9967916319816366,0.6283424891582662,bot,True,False,False,0.6056121010977757,True,True
184,52,1.55,0.5386585693170048,0.5961538461538461,0.9470622432515328,0.5710195536992324,bot,True,False,True,0.5688064903432272,True,True
185,57,1.47,0.49531172939188806,0.43859649122807015,0.9621461334087001,0.4400354715696744,bot,True,False,True,0.5561592782151219,False,True
186,61,1.43,0.4875136540052289,0.4426229508196721,0.9904799742690308,0.4291178830204459,bot,True,False,True,0.5466078714278227,False,True
187,43,1.7,0.4965446497016022,0.3953488372093023,0.999609836367807,0.4174879870032686,bot,True,False,True,0.5806336457030602,True,True
188,54,1.53,0.46466717498445737,0.37037037037037035,0.9841095278800531,0.4042082484193735,bot,True,False,True,0.5842180763468553,True,True
189,47,1.53,0.44295189691288533,0.5319148936170213,0.9918207974218424,0.4956467472030911,bot,True,False,True,0.5389539839324088,False,True
190,52,12.795,2.7832818272706557,0.4423076923076923,0.9828586897127056,0.4162165147556429,colluder,True,False,True,0.5735183926481238,True,True
191,54,11.445,3.7138648189965897,0.5,0.9910760598382222,0.5081210985762465,colluder,True,False,True,0.5455531890961248,False,True
192,44,11.75,3.3233187502639936,0.5,0.9940302114769565,0.4947150987558707,colluder,True,False,True,0.5161539356523257,False,True
193,61,11.2,3.480196111238215,0.45901639344262296,0.9559312637896478,0.4528976904551732,colluder,True,False,True,0.5667186901121013,True,True
194,55,11.41,2.736975806553022,0.43636363636363634,0.9882836109919162,0.4330771223618772,colluder,True,False,True,0.5300718152228763,False,True
195,52,11.5,3.0013100709156637,0.4807692307692308,0.9957274520849255,0.5049844407221411,colluder,True,False,True,0.5114306183127476,False,True
196,46,12.03,2.635893829461505,0.4782608695652174,0.994538681650011,0.4448660457624414,colluder,True,False,True,0.5191289530248349,False,True
197,65,12.03,2.929916233378589,0.5538461538461539,0.9998292601233936,0.574442135955796,colluder,True,False,True,0.5515114945753946,False,True
198,53,11.8,2.8760520256058113,0.49056603773584906,0.9976875760352552,0.4812981925032363,colluder,True,False,True,0.5129480277770514,False,True
199,57,11.26,3.245806094872856,0.6842105263157895,0.9819407868640977,0.6319838772310776,colluder,True,False,False,0.603853103299715,True,True
